blur_size,noise_level,accuracy,f1,precision,recall,f1_immune,precision_immune,recall_immune,f1_other,precision_other,recall_other,f1_stromal,precision_stromal,recall_stromal,f1_tumour,precision_tumour,recall_tumour,confidence_overall,confidence_immune_avg,confidence_immune_std,confidence_other_avg,confidence_other_std,confidence_stromal_avg,confidence_stromal_std,confidence_tumour_avg,confidence_tumour_std,count_pred_immune,count_pred_other,count_pred_stromal,count_pred_tumour,confusion_matrix,test_set,Model_Label
0,3,0.52125,0.509382088345542,0.5106086871335374,0.52125,0.5831622176591376,0.5991561181434599,0.568,0.3090705487122061,0.3511450381679389,0.276,0.5,0.5393518518518519,0.466,0.6452955870108243,0.5527817403708987,0.775,0.4192925,0.3647046413502109,0.0515356713500061,0.3522900763358778,0.0478850120590189,0.4732754629629629,0.1359314167000475,0.4604992867332381,0.1231969836878761,948,786,864,1402,"[[568, 138, 116, 178], [186, 276, 254, 284], [144, 225, 466, 165], [50, 147, 28, 775]]",0,RF (pixels)
0,5,0.50725,0.4970137395423746,0.4989134957623848,0.50725,0.5651282051282052,0.58,0.551,0.3066164604626143,0.3317811408614668,0.285,0.4762430939226519,0.5320987654320988,0.431,0.6400671986560269,0.5517740767559739,0.762,0.40748,0.3626947368421052,0.0509313415417907,0.3515133876600698,0.0486731107151003,0.4489135802469136,0.1150879639458728,0.4487979724837074,0.117452455860379,950,859,810,1381,"[[551, 143, 118, 188], [194, 285, 239, 282], [153, 267, 431, 149], [52, 164, 22, 762]]",0,RF (pixels)
0,10,0.484,0.474553471129556,0.4845434725407979,0.484,0.5648854961832062,0.5401459854014599,0.592,0.3330143540669856,0.3192660550458716,0.348,0.3738080101716465,0.5130890052356021,0.294,0.6265060240963856,0.5656728444802579,0.702,0.3761225,0.3559671532846715,0.0468201912421831,0.3530091743119266,0.0478254654466613,0.3811343804537521,0.0598421812264186,0.4119097502014504,0.091350216862843,1096,1090,573,1241,"[[592, 174, 69, 165], [221, 348, 185, 246], [192, 386, 294, 128], [91, 182, 25, 702]]",0,RF (pixels)
0,20,0.412,0.3822231313642639,0.4400425239606794,0.412,0.5198996055934026,0.4052543320290665,0.725,0.3318505338078292,0.2988782051282051,0.373,0.1582852431986809,0.4507042253521127,0.096,0.5188571428571429,0.6053333333333333,0.454,0.3472775,0.3486584684181106,0.0436010441116529,0.344238782051282,0.039771753068055,0.3338967136150235,0.0307851656017075,0.35284,0.05164817905793,1789,1248,213,750,"[[725, 157, 33, 85], [413, 373, 68, 146], [361, 478, 96, 65], [290, 240, 16, 454]]",0,RF (pixels)
0,30,0.32075,0.2614336413544119,0.4613257992086401,0.32075,0.4409657734146988,0.3001083423618635,0.831,0.2454116413214473,0.2579933847850055,0.234,0.0784313725490196,0.5915492957746479,0.042,0.280925778132482,0.6956521739130435,0.176,0.3477125,0.352889129649693,0.0419947156678551,0.3399007717750826,0.0356927206600224,0.3138028169014084,0.0264503892345011,0.3285770750988142,0.0301699892136616,2769,907,71,253,"[[831, 131, 11, 27], [721, 234, 10, 35], [618, 325, 42, 15], [599, 217, 8, 176]]",0,RF (pixels)
0,0,0.52325,0.5118890800600799,0.5123190516613934,0.52325,0.5934409161894847,0.6188925081433225,0.57,0.3028248587570621,0.348051948051948,0.268,0.5098445595854922,0.5290322580645161,0.492,0.6414459857082808,0.5532994923857868,0.763,0.4265349999999999,0.3686644951140065,0.0557843814024897,0.3522467532467532,0.0488226729967696,0.4936451612903226,0.1491407032245299,0.4614068165337202,0.1264379819883464,921,770,930,1379,"[[570, 135, 122, 173], [165, 268, 283, 284], [138, 211, 492, 159], [48, 156, 33, 763]]",0,RF (pixels)
0,1,0.5235,0.5102114014580463,0.5118629829908292,0.5235000000000001,0.5947916666666667,0.6206521739130435,0.571,0.2955326460481099,0.3458445040214477,0.258,0.5060494476591267,0.5338512763596004,0.481,0.644471845458282,0.5471039776692254,0.784,0.4268225,0.3672065217391304,0.050809969503486,0.3514075067024128,0.0479390547793762,0.4918756936736958,0.1460866894721932,0.4634542916957432,0.1261414077515811,920,746,901,1433,"[[571, 132, 117, 180], [161, 258, 276, 305], [139, 216, 481, 164], [49, 140, 27, 784]]",0,RF (pixels)
0,3,0.52125,0.509382088345542,0.5106086871335374,0.52125,0.5831622176591376,0.5991561181434599,0.568,0.3090705487122061,0.3511450381679389,0.276,0.5,0.5393518518518519,0.466,0.6452955870108243,0.5527817403708987,0.775,0.4192925,0.3647046413502109,0.0515356713500061,0.3522900763358778,0.0478850120590189,0.4732754629629629,0.1359314167000475,0.4604992867332381,0.1231969836878761,948,786,864,1402,"[[568, 138, 116, 178], [186, 276, 254, 284], [144, 225, 466, 165], [50, 147, 28, 775]]",0,RF (pixels)
0,5,0.50725,0.4970137395423746,0.4989134957623848,0.50725,0.5651282051282052,0.58,0.551,0.3066164604626143,0.3317811408614668,0.285,0.4762430939226519,0.5320987654320988,0.431,0.6400671986560269,0.5517740767559739,0.762,0.40748,0.3626947368421052,0.0509313415417907,0.3515133876600698,0.0486731107151003,0.4489135802469136,0.1150879639458728,0.4487979724837074,0.117452455860379,950,859,810,1381,"[[551, 143, 118, 188], [194, 285, 239, 282], [153, 267, 431, 149], [52, 164, 22, 762]]",0,RF (pixels)
0,10,0.484,0.474553471129556,0.4845434725407979,0.484,0.5648854961832062,0.5401459854014599,0.592,0.3330143540669856,0.3192660550458716,0.348,0.3738080101716465,0.5130890052356021,0.294,0.6265060240963856,0.5656728444802579,0.702,0.3761225,0.3559671532846715,0.0468201912421831,0.3530091743119266,0.0478254654466613,0.3811343804537521,0.0598421812264186,0.4119097502014504,0.091350216862843,1096,1090,573,1241,"[[592, 174, 69, 165], [221, 348, 185, 246], [192, 386, 294, 128], [91, 182, 25, 702]]",0,RF (pixels)
0,20,0.412,0.3822231313642639,0.4400425239606794,0.412,0.5198996055934026,0.4052543320290665,0.725,0.3318505338078292,0.2988782051282051,0.373,0.1582852431986809,0.4507042253521127,0.096,0.5188571428571429,0.6053333333333333,0.454,0.3472775,0.3486584684181106,0.0436010441116529,0.344238782051282,0.039771753068055,0.3338967136150235,0.0307851656017075,0.35284,0.05164817905793,1789,1248,213,750,"[[725, 157, 33, 85], [413, 373, 68, 146], [361, 478, 96, 65], [290, 240, 16, 454]]",0,RF (pixels)
0,30,0.32075,0.2614336413544119,0.4613257992086401,0.32075,0.4409657734146988,0.3001083423618635,0.831,0.2454116413214473,0.2579933847850055,0.234,0.0784313725490196,0.5915492957746479,0.042,0.280925778132482,0.6956521739130435,0.176,0.3477125,0.352889129649693,0.0419947156678551,0.3399007717750826,0.0356927206600224,0.3138028169014084,0.0264503892345011,0.3285770750988142,0.0301699892136616,2769,907,71,253,"[[831, 131, 11, 27], [721, 234, 10, 35], [618, 325, 42, 15], [599, 217, 8, 176]]",0,RF (pixels)
1,0,0.52125,0.5080329219322053,0.5147677249147039,0.52125,0.5731639977912756,0.6399506781750924,0.519,0.2995997712978845,0.349799732977303,0.262,0.518824136152656,0.5356762513312034,0.503,0.6405437824870052,0.5336442371752165,0.801,0.43712,0.3694327990135635,0.0565722379830831,0.354539385847797,0.0481758861412773,0.5005324813631523,0.1539951929298234,0.4752298467688207,0.1340136461845113,811,749,939,1501,"[[519, 143, 129, 209], [139, 262, 278, 321], [121, 206, 503, 170], [32, 138, 29, 801]]",0,RF (pixels)
1,1,0.52425,0.5098568475627183,0.5182644957748724,0.52425,0.580327868852459,0.6397590361445783,0.531,0.3053788316946211,0.3621399176954732,0.264,0.5126849894291755,0.5437219730941704,0.485,0.6410357002746175,0.5274370561652679,0.817,0.4376775,0.3669638554216868,0.0512088673098694,0.3547736625514403,0.0478650889603378,0.4997533632286995,0.1509095954087961,0.4788379599741769,0.1332401694508679,830,729,892,1549,"[[531, 129, 126, 214], [146, 264, 256, 334], [116, 215, 485, 184], [37, 121, 25, 817]]",0,RF (pixels)
1,3,0.5185,0.5058269347997647,0.5138019033740955,0.5185000000000001,0.5653825284861639,0.6180308422301305,0.521,0.318970341354225,0.3621346886912325,0.285,0.5,0.5462085308056872,0.461,0.6389548693586699,0.5288335517693316,0.807,0.4297775,0.3649703440094898,0.0511443687172212,0.3539771283354511,0.0486860594695334,0.4845142180094787,0.1402583129358514,0.474397116644823,0.1294463342030446,843,787,844,1526,"[[521, 147, 118, 214], [146, 285, 242, 327], [139, 222, 461, 178], [37, 133, 23, 807]]",0,RF (pixels)
1,5,0.50675,0.4944096021192801,0.5015480603478837,0.50675,0.5590465872156013,0.6099290780141844,0.516,0.3044906900328587,0.3365617433414044,0.278,0.4774477447744774,0.530562347188264,0.434,0.6366533864541832,0.5291390728476821,0.799,0.4172725,0.3644680851063829,0.0492798089734133,0.3530992736077481,0.0488792783227339,0.453239608801956,0.120274314809027,0.462476821192053,0.1231784810933497,846,826,818,1510,"[[516, 151, 112, 221], [153, 278, 253, 316], [130, 262, 434, 174], [47, 135, 19, 799]]",0,RF (pixels)
1,10,0.49725,0.4855799591909747,0.4981576420440651,0.4972499999999999,0.5678642714570858,0.5667330677290837,0.569,0.3598848368522073,0.3459409594095941,0.375,0.3750802825947334,0.5242369838420108,0.292,0.6394904458598726,0.555719557195572,0.753,0.3824074999999999,0.3571513944223107,0.0491770217700008,0.3530535055350554,0.0477828816546693,0.3850269299820466,0.0626311850678133,0.4235276752767528,0.0971510700655986,1004,1084,557,1355,"[[569, 173, 72, 186], [183, 375, 178, 264], [172, 384, 292, 152], [80, 152, 15, 753]]",0,RF (pixels)
1,20,0.42275,0.3942948322659194,0.4504621377773837,0.42275,0.5289747399702823,0.4208037825059101,0.712,0.3377659574468085,0.303343949044586,0.381,0.1741988496302383,0.488479262672811,0.106,0.5362397820163488,0.5892215568862276,0.492,0.3476875,0.3475059101654846,0.043110960666737,0.3430254777070064,0.039881424414216,0.3329032258064516,0.0328009615278542,0.3589101796407186,0.0531713788152745,1692,1256,217,835,"[[712, 164, 22, 102], [385, 381, 75, 159], [331, 481, 106, 82], [264, 230, 14, 492]]",0,RF (pixels)
1,30,0.33025,0.2701389253265223,0.4255827223576145,0.33025,0.4480815669439227,0.3061972863953062,0.835,0.2656167979002625,0.2795580110497238,0.253,0.0526810912511759,0.4444444444444444,0.028,0.3141762452107279,0.6721311475409836,0.205,0.34718,0.3526659332599927,0.0414112907317954,0.3389834254143646,0.0361956737346649,0.3147619047619048,0.0267769827038277,0.3291475409836065,0.0318695270791444,2727,905,63,305,"[[835, 121, 9, 35], [685, 253, 16, 46], [625, 328, 28, 19], [582, 203, 10, 205]]",0,RF (pixels)
3,0,0.49325,0.4721440424544142,0.5160037685426294,0.4932499999999999,0.4701942397856664,0.7119675456389453,0.351,0.2936979785969084,0.3621700879765396,0.247,0.5191146881287726,0.5222672064777328,0.516,0.6055692633063094,0.4676102340772999,0.859,0.4910799999999999,0.3616227180527383,0.0620230577021952,0.3623313782991202,0.0544014768821269,0.5349999999999999,0.1703304124127941,0.55,0.1621880196836555,493,682,988,1837,"[[351, 133, 152, 364], [68, 247, 299, 386], [62, 194, 516, 228], [12, 108, 21, 859]]",0,RF (pixels)
3,1,0.49325,0.4728151100600197,0.5203587484470161,0.4932499999999999,0.4778523489932886,0.726530612244898,0.356,0.2981732469063052,0.3629842180774749,0.253,0.5108583247156153,0.5289079229122056,0.494,0.6043765196248697,0.4630122405534859,0.87,0.49187,0.3569795918367347,0.0488757231987491,0.3611334289813486,0.0529313541412488,0.533169164882227,0.1667166853735937,0.5550133049494412,0.1602641756490666,490,697,934,1879,"[[356, 134, 141, 369], [60, 253, 277, 410], [62, 214, 494, 230], [12, 96, 22, 870]]",0,RF (pixels)
3,3,0.4945,0.4745045994988185,0.5209298770433615,0.4945,0.4751677852348993,0.7224489795918367,0.354,0.3041958041958042,0.3645251396648045,0.261,0.5113871635610766,0.5300429184549357,0.494,0.6072676450034941,0.4667024704618689,0.869,0.4812975,0.3565306122448979,0.0488584385963585,0.3572625698324022,0.0537092659326791,0.5090557939914163,0.1587510572392643,0.5479323308270677,0.1576770473937267,490,716,932,1862,"[[354, 145, 139, 362], [63, 261, 274, 402], [61, 216, 494, 229], [12, 94, 25, 869]]",0,RF (pixels)
3,5,0.4865,0.4675947619178333,0.5122391952780498,0.4865,0.4564926372155288,0.6902834008097166,0.341,0.3177777777777777,0.3575,0.286,0.4902386117136659,0.5355450236966824,0.452,0.6058700209643606,0.4656283566058002,0.867,0.4658425,0.3569838056680162,0.0492207674490141,0.3568625,0.053551667516054,0.4887085308056872,0.1377462994341193,0.5311815252416756,0.152548702660455,494,800,844,1862,"[[341, 167, 129, 363], [70, 286, 241, 403], [67, 252, 452, 229], [16, 95, 22, 867]]",0,RF (pixels)
3,10,0.46925,0.4536377759003163,0.4919020945704988,0.46925,0.4605678233438486,0.6239316239316239,0.365,0.3362658846529814,0.3288718929254302,0.344,0.4096534653465346,0.5373376623376623,0.331,0.6080639302579005,0.4774671990872789,0.837,0.4127075,0.3482905982905983,0.0442852177357011,0.3559655831739961,0.0493143694807042,0.3969967532467532,0.065630607286808,0.4735824301197947,0.1228017253197159,585,1046,616,1753,"[[365, 218, 81, 336], [102, 344, 183, 371], [95, 365, 331, 209], [23, 119, 21, 837]]",0,RF (pixels)
3,20,0.42775,0.3995644557419268,0.4371811519068317,0.4277499999999999,0.5075722808627811,0.469041560644614,0.553,0.3570515551768214,0.3110616184112843,0.419,0.1683006535947712,0.4598214285714285,0.103,0.5653333333333334,0.5088,0.636,0.3522474999999999,0.3398558100084817,0.040646550396302,0.342761692650334,0.0404679981472594,0.3349107142857143,0.0367057687105535,0.377264,0.0639952678250509,1179,1347,224,1250,"[[553, 194, 32, 221], [250, 419, 77, 254], [237, 521, 103, 139], [139, 213, 12, 636]]",0,RF (pixels)
3,30,0.336,0.2888335926797477,0.3954512952861346,0.3359999999999999,0.4436761740132526,0.311614730878187,0.77,0.2691131498470948,0.2744282744282744,0.264,0.0780399274047187,0.4215686274509804,0.043,0.3645051194539249,0.5741935483870968,0.267,0.3422024999999999,0.3465479562929988,0.0397740180012542,0.3366320166320166,0.0358253985718998,0.3184313725490196,0.0235873469752703,0.3358494623655914,0.033559110500137,2471,962,102,465,"[[770, 133, 19, 78], [626, 264, 33, 77], [588, 326, 43, 43], [487, 239, 7, 267]]",0,RF (pixels)
5,0,0.44875,0.4054516869413321,0.5214788613557606,0.44875,0.2472666105971404,0.7777777777777778,0.147,0.2936979785969084,0.3621700879765396,0.247,0.5165631469979296,0.5354077253218884,0.499,0.56427901157335,0.4105598543468366,0.902,0.5550499999999999,0.3527513227513227,0.0763232235687296,0.3716129032258065,0.0552735904766575,0.5680150214592274,0.1803776075886919,0.6238962221210742,0.189032281934599,189,682,932,2197,"[[147, 170, 148, 535], [16, 247, 263, 474], [25, 190, 499, 286], [1, 75, 22, 902]]",0,RF (pixels)
5,1,0.44375,0.3991608359801439,0.5214435547989325,0.44375,0.2404741744284504,0.7845303867403315,0.142,0.2920143027413587,0.3613569321533923,0.245,0.5023847376788553,0.5343855693348365,0.474,0.5617701290719115,0.4055013309671694,0.914,0.5564024999999999,0.3398342541436464,0.0406096515502082,0.371165191740413,0.0548500167193026,0.563957158962796,0.1767692346350511,0.6265394853593611,0.1889946877769277,181,678,887,2254,"[[142, 165, 140, 553], [15, 245, 252, 488], [22, 205, 474, 299], [2, 63, 21, 914]]",0,RF (pixels)
5,3,0.44,0.3939579496706039,0.508450020007723,0.44,0.2344013490725126,0.7473118279569892,0.139,0.2795698924731182,0.3471810089020771,0.234,0.4984025559105431,0.5330296127562643,0.468,0.5634580012262416,0.4062776304155615,0.919,0.545195,0.3366666666666666,0.0422061844658867,0.3708011869436202,0.0556985229474877,0.5405011389521641,0.1690647579116454,0.6161273209549072,0.1867863966447079,186,674,878,2262,"[[139, 177, 139, 545], [19, 234, 254, 493], [25, 202, 468, 305], [3, 61, 17, 919]]",0,RF (pixels)
5,5,0.4415,0.3978880218254297,0.5066094515096298,0.4415,0.2357859531772575,0.7193877551020408,0.141,0.3001158748551564,0.3567493112947658,0.259,0.4915161466885605,0.5429262394195888,0.449,0.5641341125807444,0.4073745002221235,0.917,0.5262625000000001,0.3355612244897959,0.041969271151041,0.3692148760330578,0.0540667437660014,0.510689238210399,0.1469961508360157,0.599240337627721,0.1815408664016263,196,726,827,2251,"[[141, 188, 128, 543], [22, 259, 232, 487], [29, 218, 449, 304], [4, 61, 18, 917]]",0,RF (pixels)
5,10,0.436,0.4006898624490198,0.4958062958574529,0.436,0.2798092209856915,0.6821705426356589,0.176,0.3390862944162436,0.3443298969072165,0.334,0.4130702836004932,0.5385852090032154,0.335,0.5707936507936507,0.4181395348837209,0.899,0.4592775,0.3325193798449612,0.0395057842443697,0.3625257731958762,0.051827547661134,0.4070900321543408,0.0690941963654083,0.5332372093023255,0.1535588199147393,258,970,622,2150,"[[176, 218, 90, 516], [35, 334, 182, 449], [37, 342, 335, 286], [10, 76, 15, 899]]",0,RF (pixels)
5,20,0.40325,0.3712790459146759,0.420754996139688,0.40325,0.3981849120816789,0.4600262123197903,0.351,0.3491928632115548,0.3035450516986706,0.411,0.1782820097244732,0.4700854700854701,0.11,0.5594563986409966,0.4493632504548211,0.741,0.366985,0.3307601572739187,0.0370745257166982,0.3445494830132939,0.0412451616126492,0.3381623931623931,0.0362864805567562,0.4062583383869012,0.0799507654282905,763,1354,234,1649,"[[351, 217, 40, 392], [182, 411, 78, 329], [162, 541, 110, 187], [68, 185, 6, 741]]",0,RF (pixels)
5,30,0.35225,0.3155427103988028,0.4007799997692345,0.3522499999999999,0.43072,0.3167058823529411,0.673,0.3017578125,0.2948473282442748,0.309,0.0919747520288548,0.4678899082568807,0.051,0.4377182770663562,0.5236768802228412,0.376,0.3384275,0.3390305882352941,0.0375859987183256,0.3355438931297709,0.0340168624119713,0.3145871559633029,0.0245148189630718,0.3444707520891364,0.037273903096947,2125,1048,109,718,"[[673, 155, 19, 153], [542, 309, 29, 120], [516, 364, 51, 69], [394, 220, 10, 376]]",0,RF (pixels)
7,0,0.4185,0.3491977907451046,0.4900465771751067,0.4185,0.0737937559129612,0.6842105263157895,0.039,0.2684729064039409,0.3493589743589743,0.218,0.5082228116710875,0.5412429378531074,0.479,0.5463016889924287,0.3853738701725555,0.938,0.61416,0.3728070175438597,0.1206525297422736,0.3849679487179487,0.0617713857778862,0.5987457627118645,0.1867210608700605,0.6841741988496302,0.1999981410551321,57,624,885,2434,"[[39, 181, 139, 641], [9, 218, 248, 525], [8, 183, 479, 330], [1, 42, 19, 938]]",0,RF (pixels)
7,1,0.4165,0.3480691739187813,0.5342828906496145,0.4165,0.087369420702754,0.8679245283018868,0.046,0.2611940298507462,0.3453947368421052,0.21,0.5010775862068966,0.5432242990654206,0.465,0.5426356589147286,0.3805879983890455,0.945,0.6157275,0.3173584905660377,0.0299780387161798,0.3829934210526315,0.0600075649518816,0.590876168224299,0.1821068382942875,0.6876520338300444,0.1985823816113591,53,608,856,2483,"[[46, 170, 129, 655], [3, 210, 245, 542], [3, 191, 465, 341], [1, 37, 17, 945]]",0,RF (pixels)
7,3,0.417,0.3503323141417205,0.5140765874349632,0.417,0.0903954802259887,0.7741935483870968,0.048,0.2674922600619195,0.3512195121951219,0.216,0.5029940119760479,0.5519713261648745,0.462,0.540447504302926,0.3789219629927594,0.942,0.6041775,0.3251612903225806,0.0353663743836535,0.3816260162601625,0.0590627884686355,0.5683154121863799,0.1747663561693868,0.678266291230893,0.1972763331348359,62,615,837,2486,"[[48, 170, 130, 652], [7, 216, 234, 543], [7, 182, 462, 349], [0, 47, 11, 942]]",0,RF (pixels)
7,5,0.416,0.3508164286557922,0.5040155999598386,0.416,0.0829406220546654,0.7213114754098361,0.044,0.28125,0.3524096385542168,0.234,0.5008347245409015,0.5646173149309912,0.45,0.5382403680276021,0.3777239709443099,0.936,0.5835525,0.3245901639344262,0.031859001378348,0.377605421686747,0.0565963915534406,0.5348682559598494,0.1518530920477467,0.660770782889427,0.1950714649416875,61,664,797,2478,"[[44, 188, 115, 653], [8, 234, 219, 539], [8, 192, 450, 350], [1, 50, 13, 936]]",0,RF (pixels)
7,10,0.41525,0.3600735764398258,0.4976515072943432,0.41525,0.131768953068592,0.6759259259259259,0.073,0.3296,0.3531428571428571,0.309,0.4329382407985028,0.5754560530679934,0.347,0.5459871118922085,0.3860811930405965,0.932,0.5053325,0.3207407407407408,0.032933819826133,0.3706742857142857,0.0546918867989819,0.4179436152570481,0.0673528133355258,0.5842294946147473,0.1739293403510628,108,875,603,2414,"[[73, 197, 92, 638], [14, 309, 158, 519], [19, 309, 347, 325], [2, 60, 6, 932]]",0,RF (pixels)
7,20,0.399,0.3555555388048704,0.4246202819875203,0.399,0.3130904183535762,0.4813278008298755,0.232,0.3668085106382979,0.3192592592592592,0.431,0.1824051654560129,0.4728033472803347,0.113,0.5599180607715945,0.4250907205806117,0.82,0.38384,0.3226970954356846,0.0332691081940624,0.3447925925925926,0.0412336784852699,0.336276150627615,0.0374493115755628,0.4323379989631933,0.0951726368550813,482,1350,239,1929,"[[232, 231, 33, 504], [108, 431, 80, 381], [108, 555, 113, 224], [34, 133, 13, 820]]",0,RF (pixels)
7,30,0.35025,0.315227127682258,0.3859907789797029,0.35025,0.4062391681109185,0.3108753315649867,0.586,0.3204577968526466,0.3062898814949863,0.336,0.0818926296633303,0.4545454545454545,0.045,0.4523189161021365,0.4722524483133841,0.434,0.3363325,0.3323501326259947,0.0348341193183159,0.3329352780309936,0.0351497435417172,0.3126262626262626,0.0222286492083526,0.3511099020674645,0.0433080910534936,1885,1097,99,919,"[[586, 162, 20, 232], [473, 336, 24, 167], [500, 369, 45, 86], [326, 230, 10, 434]]",0,RF (pixels)
